-9.38 -1.32  1.34 -1.34
-9.38 -1.27  1.39 -1.39
-9.38 -1.23  1.45 -1.45
-9.38 -1.18  1.50 -1.50
-9.38 -1.13  1.55 -1.55
-9.38 -1.08  1.60 -1.60
-9.38 -1.04  1.65 -1.65
-9.38 -0.99  1.70 -1.70
-9.38 -0.94  1.75 -1.75
-9.38 -0.90  1.80 -1.80
-9.38 -0.85  1.85 -1.85
-9.38 -0.80  1.89 -1.89
-9.38 -0.75  1.94 -1.94
-9.38 -0.71  1.98 -1.98
-9.38 -0.66  2.02 -2.02
-9.38 -0.61  2.05 -2.05
-9.38 -0.57  2.09 -2.09
-9.38 -0.52  2.12 -2.12
-9.38 -0.47  2.15 -2.15
-9.38 -0.42  2.18 -2.18
-9.38 -0.38  2.20 -2.20
-9.38 -0.33  2.23 -2.23
-9.38 -0.28  2.24 -2.24
-9.38 -0.24  2.26 -2.26
-9.38 -0.19  2.27 -2.27
-9.38 -0.14  2.28 -2.28
-9.38 -0.09  2.29 -2.29

-9.33 -9.42  1.09 -1.09
-9.33 -9.38  1.06 -1.06
-9.33 -9.33  1.04 -1.04
-9.33 -9.28  1.02 -1.02
-9.33 -9.24  1.00 -1.00
-9.33 -9.19  0.99 -0.99
-9.33 -9.14  0.99 -0.99
-9.33 -9.09  0.99 -0.99
-9.33 -9.05  1.01 -1.01
-9.33 -9.00  1.02 -1.02
-9.33 -8.95  1.05 -1.05
-9.33 -8.91  1.08 -1.08
-9.33 -8.86  1.11 -1.11
-9.33 -8.81  1.15 -1.15
-9.33 -8.77  1.19 -1.19
-9.33 -8.72  1.24 -1.24
-9.33 -8.67  1.28 -1.28
-9.33 -8.62  1.33 -1.33
-9.33 -8.58  1.38 -1.38
-9.33 -8.53  1.44 -1.44
-9.33 -8.48  1.49 -1.49
-9.33 -8.44  1.54 -1.54
-9.33 -8.39  1.60 -1.60
-9.33 -8.34  1.65 -1.65
-9.33 -8.29  1.70 -1.70
-9.33 -8.25  1.75 -1.75
-9.33 -8.20  1.80 -1.80
-9.33 -8.15  1.85 -1.85
-9.33 -8.11  1.90 -1.90
-9.33 -8.06  1.95 -1.95
-9.33 -8.01  1.99 -1.99
-9.33 -7.96  2.03 -2.03
-9.33 -7.92  2.07 -2.07
-9.33 -7.87  2.11 -2.11
-9.33 -7.82  2.15 -2.15
-9.33 -7.78  2.18 -2.18
-9.33 -7.73  2.21 -2.21
-9.33 -7.68  2.24 -2.24
-9.33 -7.63  2.26 -2.26
-9.33 -7.59  2.28 -2.28
-9.33 -7.54  2.30 -2.30
-9.33 -7.49  2.32 -2.32
-9.33 -7.45  2.33 -2.33
-9.33 -7.40  2.34 -2.34
-9.33 -7.35  2.35 -2.35
-9.33 -7.30  2.36 -2.36
-9.33 -7.26  2.36 -2.36
-9.33 -7.21  2.36 -2.36
-9.33 -7.16  2.35 -2.35
-9.33 -7.12  2.35 -2.35
-9.33 -7.07  2.34 -2.34
-9.33 -7.02  2.32 -2.32
-9.33 -6.97  2.31 -2.31
-9.33 -6.93  2.29 -2.29
-9.33 -6.88  2.26 -2.26
-9.33 -6.83  2.24 -2.24
-9.33 -6.79  2.21 -2.21
-9.33 -6.74  2.18 -2.18
-9.33 -6.69  2.15 -2.15
-9.33 -6.64  2.11 -2.11
-9.33 -6.60  2.08 -2.08
-9.33 -6.55  2.04 -2.04
-9.33 -6.50  1.99 -1.99
-9.33 -6.46  1.95 -1.95
-9.33 -6.41  1.90 -1.90
-9.33 -6.36  1.86 -1.86
-9.33 -6.31  1.81 -1.81
-9.33 -6.27  1.76 -1.76
-9.33 -6.22  1.71 -1.71
-9.33 -6.17  1.65 -1.65
-9.33 -6.13  1.60 -1.60
-9.33 -6.08  1.55 -1.55
-9.33 -6.03  1.49 -1.49
-9.33 -5.98  1.44 -1.44
-9.33 -5.94  1.39 -1.39
-9.33 -5.89  1.34 -1.34
-9.33 -5.84  1.29 -1.29
-9.33 -5.80  1.24 -1.24
-9.33 -5.75  1.19 -1.19
-9.33 -5.70  1.15 -1.15
-9.33 -5.65  1.11 -1.11
-9.33 -5.61  1.08 -1.08
-9.33 -5.56  1.05 -1.05
-9.33 -5.51  1.03 -1.03
-9.33 -5.47  1.01 -1.01
-9.33 -5.42  1.00 -1.00
-9.33 -5.37  0.99 -0.99
-9.33 -5.32  0.99 -0.99
-9.33 -5.28  1.00 -1.00
-9.33 -5.23  1.01 -1.01
-9.33 -5.18  1.04 -1.04
-9.33 -5.14  1.06 -1.06
-9.33 -5.09  1.09 -1.09
-9.33 -5.04  1.13 -1.13
-9.33 -5.00  1.16 -1.16
-9.33 -4.95  1.21 -1.21
-9.33 -4.90  1.25 -1.25
-9.33 -4.85  1.29 -1.29
-9.33 -4.81  1.34 -1.34
-9.33 -4.76  1.39 -1.39
-9.33 -4.71  1.44 -1.44
-9.33 -4.67  1.48 -1.48
-9.33 -4.62  1.53 -1.53
-9.33 -4.57  1.58 -1.58
-9.33 -4.52  1.62 -1.62
-9.33 -4.48  1.67 -1.67
-9.33 -4.43  1.71 -1.71
-9.33 -4.38  1.75 -1.75
-9.33 -4.34  1.79 -1.79
-9.33 -4.29  1.83 -1.83
-9.33 -4.24  1.87 -1.87
-9.33 -4.19  1.90 -1.90
-9.33 -4.15  1.93 -1.93
-9.33 -4.10  1.96 -1.96
-9.33 -4.05  1.99 -1.99
-9.33 -4.01  2.01 -2.01
-9.33 -3.96  2.03 -2.03
-9.33 -3.91  2.05 -2.05
-9.33 -3.86  2.07 -2.07
-9.33 -3.82  2.08 -2.08
-9.33 -3.77  2.09 -2.09
-9.33 -3.72  2.10 -2.10
-9.33 -3.68  2.10 -2.10
-9.33 -3.63  2.11 -2.11
-9.33 -3.58  2.10 -2.10
-9.33 -3.53  2.10 -2.10
-9.33 -3.49  2.09 -2.09
-9.33 -3.44  2.08 -2.08
-9.33 -3.39  2.07 -2.07
-9.33 -3.35  2.05 -2.05
-9.33 -3.30  2.04 -2.04
-9.33 -3.25  2.01 -2.01
-9.33 -3.20  1.99 -1.99
-9.33 -3.16  1.96 -1.96
-9.33 -3.11  1.93 -1.93
-9.33 -3.06  1.90 -1.90
-9.33 -3.02  1.87 -1.87
-9.33 -2.97  1.83 -1.83
-9.33 -2.92  1.79 -1.79
-9.33 -2.87  1.75 -1.75
-9.33 -2.83  1.71 -1.71
-9.33 -2.78  1.67 -1.67
-9.33 -2.73  1.62 -1.62
-9.33 -2.69  1.58 -1.58
-9.33 -2.64  1.53 -1.53
-9.33 -2.59  1.49 -1.49
-9.33 -2.54  1.44 -1.44
-9.33 -2.50  1.39 -1.39
-9.33 -2.45  1.34 -1.34
-9.33 -2.40  1.30 -1.30
-9.33 -2.36  1.25 -1.25
-9.33 -2.31  1.21 -1.21
-9.33 -2.26  1.17 -1.17
-9.33 -2.21  1.13 -1.13
-9.33 -2.17  1.09 -1.09
-9.33 -2.12  1.06 -1.06
-9.33 -2.07  1.04 -1.04
-9.33 -2.03  1.02 -1.02
-9.33 -1.98  1.00 -1.00
-9.33 -1.93  0.99 -0.99
-9.33 -1.88  0.99 -0.99
-9.33 -1.84  0.99 -0.99
-9.33 -1.79  1.01 -1.01
-9.33 -1.74  1.02 -1.02
-9.33 -1.70  1.05 -1.05
-9.33 -1.65  1.08 -1.08
-9.33 -1.60  1.11 -1.11
-9.33 -1.56  1.15 -1.15
-9.33 -1.51  1.19 -1.19
-9.33 -1.46  1.24 -1.24
-9.33 -1.41  1.29 -1.29
-9.33 -1.37  1.34 -1.34
-9.33 -1.32  1.39 -1.39
-9.33 -1.27  1.44 -1.44
-9.33 -1.23  1.49 -1.49
-9.33 -1.18  1.55 -1.55
-9.33 -1.13  1.60 -1.60
-9.33 -1.08  1.65 -1.65
-9.33 -1.04  1.70 -1.70
-9.33 -0.99  1.76 -1.76
-9.33 -0.94  1.81 -1.81
-9.33 -0.90  1.86 -1.86
-9.33 -0.85  1.90 -1.90
-9.33 -0.80  1.95 -1.95
-9.33 -0.75  1.99 -1.99
-9.33 -0.71  2.03 -2.03
-9.33 -0.66  2.07 -2.07
-9.33 -0.61  2.11 -2.11
-9.33 -0.57  2.15 -2.15
-9.33 -0.52  2.18 -2.18
-9.33 -0.47  2.21 -2.21
-9.33 -0.42  2.24 -2.24
-9.33 -0.38  2.26 -2.26
-9.33 -0.33  2.29 -2.29
-9.33 -0.28  2.30 -2.30
-9.33 -0.24  2.32 -2.32
-9.33 -0.19  2.33 -2.33
-9.33 -0.14  2.35 -2.35
-9.33 -0.09  2.35 -2.35

-9.28 -9.42  1.05 -1.05
-9.28 -9.38  1.03 -1.03
-9.28 -9.33  1.01 -1.01
-9.28 -9.28  0.99 -0.99
-9.28 -9.24  0.98 -0.98
-9.28 -9.19  0.98 -0.98
-9.28 -9.14  0.98 -0.98
-9.28 -9.09  0.99 -0.99
-9.28 -9.05  1.01 -1.01
-9.28 -9.00  1.03 -1.03
-9.28 -8.95  1.06 -1.06
-9.28 -8.91  1.09 -1.09
-9.28 -8.86  1.13 -1.13
-9.28 -8.81  1.17 -1.17
-9.28 -8.77  1.22 -1.22
-9.28 -8.72  1.27 -1.27
-9.28 -8.67  1.32 -1.32
-9.28 -8.62  1.37 -1.37
-9.28 -8.58  1.43 -1.43
-9.28 -8.53  1.48 -1.48
-9.28 -8.48  1.54 -1.54
-9.28 -8.44  1.59 -1.59
-9.28 -8.39  1.64 -1.64
-9.28 -8.34  1.70 -1.70
-9.28 -8.29  1.75 -1.75
-9.28 -8.25  1.81 -1.81
-9.28 -8.20  1.86 -1.86
-9.28 -8.15  1.91 -1.91
-9.28 -8.11  1.95 -1.95
-9.28 -8.06  2.00 -2.00
-9.28 -8.01  2.05 -2.05
-9.28 -7.96  2.09 -2.09
-9.28 -7.92  2.13 -2.13
-9.28 -7.87  2.17 -2.17
-9.28 -7.82  2.20 -2.20
-9.28 -7.78  2.24 -2.24
-9.28 -7.73  2.27 -2.27
-9.28 -7.68  2.29 -2.29
-9.28 -7.63  2.32 -2.32
-9.28 -7.59  2.34 -2.34
-9.28 -7.54  2.36 -2.36
-9.28 -7.49  2.38 -2.38
-9.28 -7.45  2.39 -2.39
-9.28 -7.40  2.40 -2.40
-9.28 -7.35  2.41 -2.41
-9.28 -7.30  2.42 -2.42
-9.28 -7.26  2.42 -2.42
-9.28 -7.21  2.42 -2.42
-9.28 -7.16  2.41 -2.41
-9.28 -7.12  2.40 -2.40
-9.28 -7.07  2.39 -2.39
-9.28 -7.02  2.38 -2.38
-9.28 -6.97  2.36 -2.36
-9.28 -6.93  2.34 -2.34
-9.28 -6.88  2.32 -2.32
-9.28 -6.83  2.30 -2.30
-9.28 -6.79  2.27 -2.27
-9.28 -6.74  2.24 -2.24
-9.28 -6.69  2.21 -2.21
-9.28 -6.64  2.17 -2.17
-9.28 -6.60  2.13 -2.13
-9.28 -6.55  2.09 -2.09
-9.28 -6.50  2.05 -2.05
-9.28 -6.46  2.00 -2.00
-9.28 -6.41  1.96 -1.96
-9.28 -6.36  1.91 -1.91
-9.28 -6.31  1.86 -1.86
-9.28 -6.27  1.81 -1.81
-9.28 -6.22  1.76 -1.76
-9.28 -6.17  1.70 -1.70
-9.28 -6.13  1.65 -1.65
-9.28 -6.08  1.59 -1.59
-9.28 -6.03  1.54 -1.54
-9.28 -5.98  1.48 -1.48
-9.28 -5.94  1.43 -1.43
-9.28 -5.89  1.38 -1.38
-9.28 -5.84  1.32 -1.32
-9.28 -5.80  1.27 -1.27
-9.28 -5.75  1.22 -1.22
-9.28 -5.70  1.18 -1.18
-9.28 -5.65  1.14 -1.14
-9.28 -5.61  1.10 -1.10
-9.28 -5.56  1.06 -1.06
-9.28 -5.51  1.03 -1.03
-9.28 -5.47  1.01 -1.01
-9.28 -5.42  0.99 -0.99
-9.28 -5.37  0.98 -0.98
-9.28 -5.32  0.98 -0.98
-9.28 -5.28  0.98 -0.98
-9.28 -5.23  0.99 -0.99
-9.28 -5.18  1.00 -1.00
-9.28 -5.14  1.03 -1.03
-9.28 -5.09  1.05 -1.05
-9.28 -5.04  1.08 -1.08
-9.28 -5.00  1.12 -1.12
-9.28 -4.95  1.16 -1.16
-9.28 -4.90  1.20 -1.20
-9.28 -4.85  1.24 -1.24
-9.28 -4.81  1.29 -1.29
-9.28 -4.76  1.33 -1.33
-9.28 -4.71  1.38 -1.38
-9.28 -4.67  1.42 -1.42
-9.28 -4.62  1.47 -1.47
-9.28 -4.57  1.52 -1.52
-9.28 -4.52  1.56 -1.56
-9.28 -4.48  1.60 -1.60
-9.28 -4.43  1.65 -1.65
-9.28 -4.38  1.69 -1.69
-9.28 -4.34  1.73 -1.73
-9.28 -4.29  1.77 -1.77
-9.28 -4.24  1.80 -1.80
-9.28 -4.19  1.84 -1.84
-9.28 -4.15  1.87 -1.87
-9.28 -4.10  1.90 -1.90
-9.28 -4.05  1.92 -1.92
-9.28 -4.01  1.95 -1.95
-9.28 -3.96  1.97 -1.97
-9.28 -3.91  1.99 -1.99
-9.28 -3.86  2.00 -2.00
-9.28 -3.82  2.02 -2.02
-9.28 -3.77  2.03 -2.03
-9.28 -3.72  2.03 -2.03
-9.28 -3.68  2.04 -2.04
-9.28 -3.63  2.04 -2.04
-9.28 -3.58  2.04 -2.04
-9.28 -3.53  2.03 -2.03
-9.28 -3.49  2.03 -2.03
-9.28 -3.44  2.02 -2.02
-9.28 -3.39  2.00 -2.00
-9.28 -3.35  1.99 -1.99
-9.28 -3.30  1.97 -1.97
-9.28 -3.25  1.95 -1.95
-9.28 -3.20  1.92 -1.92
-9.28 -3.16  1.90 -1.90
-9.28 -3.11  1.87 -1.87
-9.28 -3.06  1.84 -1.84
-9.28 -3.02  1.80 -1.80
-9.28 -2.97  1.77 -1.77
-9.28 -2.92  1.73 -1.73
